Name,Location,URL,datetime,lon,lat,genre,pay,about,pornpoints,pornpercent,pornlevel
Virtual Support Techs $11 - $33 an hr,yakima,http://yakima.craigslist.org/cpg/5813760055.html,2016-10-05T03:40:32-0700,42.1845,-71.3048,computer,based on qualification,Looking for candidates ages 21 - 51 or older that are willing to learn can work without supervision driven goal oriented friendly and reliable.    ,0,0.0,0
Need Part 107 certified drone camera pilot for real estate videos,klamath,http://klamath.craigslist.org/crg/5826302141.html,2016-10-13T03:41:10-0700,42.1854,-120.3775,creative,Please provide your rate,Real estate marketing company seeking Part 107 certified drone camera pilot for upcoming location videos. We'd like to establish a relationship for ongoing work. Safety and professionalism are our primary requirements!      You must have a drone with a stabilizing gimbal for smooth video (no jello!). Drone should be FPV capable so that you can accurately compose shots - an eye for well-framed cinematic camera moves is very important. You should have a solid understanding of your camera's properties i.e. frame rate resolution color temperature etc. Add-ons such as neutral density filters are a plus. We don't require editing just raw videos.      Please provide your rate and examples of videos you have shot.         Thanks!    ,0,0.0,0
Trimmers needed,klamath,http://klamath.craigslist.org/lbg/5817657823.html,2016-10-07T11:48:21-0700,42.1854,-120.3775,labor,$150/pound,In need of fast trimmers for a few weeks. You will need to provide transportation personal housing and equipment.  There are permanent opportunities for those who are interested.  $150/pound. Please email for more information.    ,0,0.0,0
artist driver,klamath,http://medford.craigslist.org/tlg/5851427314.html,2016-10-28T21:47:17-0700,42.1885,-122.693,talent,4,5,0,0.0,0
drive make cash for niche company,klamath,http://medford.craigslist.org/tlg/5851425896.html,2016-10-28T21:44:50-0700,42.1885,-122.693,talent,4-6K MO,If you have a positive attitude & clean record then this may be for you      Meet modern people and help them get around the city       We have part-time drivers that earn 600.00 to 1K a week       But if you drive full-time you can earn 5000 - 6000 easy       Income solely relies on your self starter skills and how much driving you do. Our avg drivers make 5000 a month while our top drivers earn up-to 9000 a month driving full time!       So if you have:   + Clean Background    + Your Own Vehicle    + 18 Years or Older      Then we recommend you send us a reply to this ad explaining a little about why you think this opportunity could be for you    ,0,0.0,0
artist driver,medford,http://medford.craigslist.org/tlg/5851427314.html,2016-10-28T21:47:17-0700,42.1885,-122.693,talent,4,5,0,0.0,0
drive make cash for niche company,medford,http://medford.craigslist.org/tlg/5851425896.html,2016-10-28T21:44:50-0700,42.1885,-122.693,talent,4-6K MO,If you have a positive attitude & clean record then this may be for you      Meet modern people and help them get around the city       We have part-time drivers that earn 600.00 to 1K a week       But if you drive full-time you can earn 5000 - 6000 easy       Income solely relies on your self starter skills and how much driving you do. Our avg drivers make 5000 a month while our top drivers earn up-to 9000 a month driving full time!       So if you have:   + Clean Background    + Your Own Vehicle    + 18 Years or Older      Then we recommend you send us a reply to this ad explaining a little about why you think this opportunity could be for you    ,0,0.0,0
Are u into Sacred Geometry - We need reps,medford,http://medford.craigslist.org/tlg/5815240806.html,2016-10-05T20:48:26-0700,42.1885,-122.693,talent,10-30%,A unique brand is looking for men and women ambassadors to help us grow our brand and get compensated in the meantime      We are also looking for some key roles in our foundation stage       If you center yourself around conscious people that are into positive lifestyles then this could be for you      How our compensation works   We make our ambassadors promo codes that they can offer family friends and followers on social media. The promo codes will be for 10-30% OFF       When a family member friend or follower uses this promo code it will keep track of your referrals. Your referral will also be between 10-30% so you can decide on how much you want to offer your followers       We are also working with people to carry wholesale so its up to you how create you want to get       Right now we carry Athletic leggings wind-breakers socks hats beanies & shirts      We sale equally to men and women so both are welcome to help!       Email us explaining why you would be a great ambitious ambassador & we will break down more of the info! REQUEST OUR FREE REP PDF    ,0,0.0,0
Are u into Sacred Geometry,medford,http://medford.craigslist.org/tlg/5820418568.html,2016-10-09T10:51:52-0700,42.1885,-122.693,talent,10-30%,A truly unique brand is looking for men and women ambassadors to help us grow our brand and get compensated in the meantime      We are also looking for some key roles in our foundation stage       If you center yourself around conscious people that are into positive lifestyles then this could be for you      How our compensation works   We make our ambassadors promo codes that they can offer family friends and followers on social media. The promo codes will be for 10-30% OFF       When a family member friend or follower uses this promo code it will keep track of your referrals. Your referral will also be between 10-30% so you can decide on how much you want to offer your followers       We are also working with people to carry wholesale so its up to you how create you want to get       Right now we carry Athletic leggings wind-breakers socks hats beanies & shirts      We sale equally to men and women so both are welcome to help!       Email us explaining why you would be a great ambitious ambassador & we will break down more of the info    ,0,0.0,0
Conscious Clothing - REPS  (Men & Women),medford,http://medford.craigslist.org/evg/5831567471.html,2016-10-16T12:22:06-0700,42.1885,-122.693,event,30-Oct,Conscious clothing line is looking for some cool ambitious people to collaborate with!       Right now we are looking for representatives that would be interested in earning commission for showing people our stuff!       Thats right!       If you have friends and followers that are into positive living then you won't even need to sell anything it sells itself      Why?   Because our fabrics are top-choice! We believe in quality over quantity & still offer the best prices! We have a unique message that inspires people to be the best versions of themselves and we compensate our reps every time someone is referred by them!       We can make you a promo code to offer friends and family for discounts > they then can use your custom promo code to checkout online > when they do your referrals are tracked       Email us on why you would be a good candidate and we will share more info and specifics!       Thank you       -Namaste             -Top quality yoga leggings      -Top quality mens athletic shorts      -Hats       -Tees      ,0,0.0,0
Are u into Sacred Geometry,medford,http://medford.craigslist.org/tlg/5832931549.html,2016-10-17T10:14:06-0700,42.1885,-122.693,talent,10-30%,A truly unique brand is looking for men and women ambassadors to help us grow our brand and get compensated in the meantime      We are also looking for some key roles in our foundation stage       If you center yourself around conscious people that are into positive lifestyles then this could be for you      How our compensation works   We make our ambassadors promo codes that they can offer family friends and followers on social media. The promo codes will be for 10-30% OFF       When a family member friend or follower uses this promo code it will keep track of your referrals. Your referral will also be between 10-30% so you can decide on how much you want to offer your followers       We are also working with people to carry wholesale so its up to you how create you want to get       Right now we carry Athletic leggings wind-breakers socks hats beanies & shirts      We sale equally to men and women so both are welcome to help!       Email us explaining why you would be a great ambitious ambassador & we will break down more of the info    ,0,0.0,0
Looking for college aged girl to do cam shows with me,medford,http://medford.craigslist.org/tlg/5848182418.html,2016-10-26T19:16:15-0700,42.1885,-122.693,talent,Based on performance,"Wanna make some extra money working with me from home? Well I've discovered that doing cam shows is an easy way to do it. And I'm looking for a younger college-aged girl to join me to do shows. We'll split the money. We can try it for a couple weeks and see how much money we make. Who knows it could be a major source of income.       I'm a sane attractive smart guy. I'm looking for an intelligent girl who knows she'll be able to cut loose online with me. Send me your pic and I'll do the same. Very discreet.      Put ""Ashland Cam Shows"" in the subject line. And be serious. I am. And I think we could have fun making potentially good money.    ",0,0.0,0
Looking for people to interview 15-25" -$5 each,medford,http://medford.craigslist.org/lbg/5810384082.html,2016-10-03T00:28:00-0700,42.1885,-122.693,labor,$5 or cup of coffee,Can pay $5 to interview people 15-30 mins on common topics. I'm training to be an English language evaluator for Language Testing Intl.  Just a basic conversation. Must be people who speak English as a second language.  All levels of English needed.  In person or we can do it by phone. Please Text or email when you are available.    ,0,0.0,0
Need to borrow a car,medford,http://medford.craigslist.org/lbg/5832097999.html,2016-10-16T18:52:58-0700,42.1885,-122.693,labor,Willing to negotiate,I need to borrow a car for a DMV road exam and am willing to pay in exchange for the opportunity to use it.    ,0,0.0,0
